seconds_since_epoch, date, time, gs, kcu, kite, num_cycles, duration, windspeed_mps_avg, power_mech_kw_cycle_avg, energy_mech_kwh_total, power_mech_kw_max, power_electrical_kw_cycle_avg, energy_electrical_kwh_total, power_electrical_kw_max, tether_force_kg_max, l_over_d_reelout_avg, l_over_d_reelin_avg, power_mech_kw_reelout_avg, power_mech_kw_reelin_avg, power_electrical_kw_reelout_avg, power_electrical_kw_reelin_avg, duration_ro_avg, duration_rori_avg, duration_ri_avg, duration_riro_avg, power_mech_kw_rori_avg, power_mech_kw_riro_avg, power_electrical_kw_rori_avg, power_electrical_kw_riro_avg, efficiency_cycle_avg, efficiency_pumping_avg, duty_cycle_avg, date_short, energy_mech_kwh_reelout_avg, energy_mech_kwh_reelin_avg, energy_electrical_kwh_reelout_avg, energy_electrical_kwh_reelin_avg, windspeed_min, windspeed_max, upwind_direction_avg_deg, tether_force_ro_avg_kg, tether_force_ri_avg_kg, reelout_speed_ro_avg_mps, reelout_speed_ri_avg_mps, energy_mech_kwh_cycle_avg, energy_electrical_kwh_cycle_avg, peripherals
1570531454.1,2019-10-08, 12:44:14,2, 2.G, V3.25.C,87,11825.4,6.17,0.11,0.28,74.57,-0.47,-1.47,73.71,673.9,13.6,7,3.04,-10.74,2.63,-11.87,88.32,8.64,21.94,6.93,0.69,-3.73,0.16,-4.57,-0.22,-0.28,0.7,20191008,0.07,-0.07,0.06,-0.07,4.2,8.53,260.76,298.43,100.33,1.11,-3.38,0.002,-0.018, -
