time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570535805.4,2019-10-08,13:56:45.400,14.0,7.0,16.3099994659424,12.6,-1.7,2.0,23.4,-2.9,-53.1,11.4269,-1.40277,2.33172,9.999,9.40687,6.82672,24.9264,11.8195,-55.6492,0.243609,0.32352,0.889532,256.3,5.5,52.17,4.427169999999999,-0.8,-2.27395,120.322,4.51514,51.8143,-0.759758,237.674,1.3561299999999998,0.211878,243.258,0.647057,1.45871,-34.8045654296875,22.1111660003662,-35.0,22.0,-1057060.0,-3322.56,pp-riro,4,0,-1,-1
1570535805.5,2019-10-08,13:56:45.500,14.0,10.0,15.7600002288818,13.6,-1.0,2.8,24.2,-3.9,-50.6,11.8299,-0.99987,2.69668,7.45283,5.43013,6.10262,25.9322,11.3768,-52.7945,0.139682,0.29127,0.938057,256.3,5.5,52.17,4.427169999999999,-0.8,-2.11715,121.774,4.51508,51.7267,0.000269544,237.574,1.35641,0.197269,243.14,0.708617,1.54276,-34.978668212890604,22.055551528930696,-35.0,22.0,-1055760.0,10398.4,pp-riro,4,0,-1,-1
1570535805.6,2019-10-08,13:56:45.600,14.0,9.0,15.130000114440902,14.3,0.2,3.2,25.8,-6.3,-45.7,13.1008,0.4324479999999999,3.66055,8.18533,14.0632,2.6061,29.2472,9.04768,-43.3053,0.245131,0.170513,1.01441,256.3,5.5,52.17,4.427169999999999,-0.8,-2.0501,106.578,4.51503,51.639,1.14031,237.374,1.35654,0.175255,242.929,0.8242440000000001,1.65347,-34.982086181640604,22.0246562957764,-35.0,22.0,-1055500.0,5229.96,pp-riro,4,0,-1,-1
1570535805.7,2019-10-08,13:56:45.700,14.0,7.0,14.5299997329712,14.8,1.6,3.3,26.9,-8.5,-40.4,13.1008,0.4324479999999999,3.66055,8.18533,14.0632,2.6061,29.2472,9.04768,-43.3053,0.245131,0.170513,1.01441,256.3,5.5,52.17,4.427169999999999,-0.9,-2.03514,78.0529,4.51497,51.6682,3.04038,237.174,1.35594,0.138644,242.756,0.961967,1.77978,-34.9871978759766,22.0061168670654,-35.0,22.0,-1055950.0,-8860.17,pp-riro,4,0,-1,-1
1570535805.8,2019-10-08,13:56:45.800,14.0,6.0,14.2200002670288,15.2,2.8,3.4,28.3,-10.5,-35.4,13.9762,3.10376,3.94351,1.92877,10.3614,1.67223,32.1439,3.92685,-32.6465,0.127042,0.115907,0.910443,256.3,5.5,52.17,4.427169999999999,-0.9,-2.1443,75.3247,4.51491,51.8435,4.18042,236.974,1.35474,0.117017,242.615,1.07894,1.8727,-34.9871978759766,22.0009689331055,-35.0,22.0,-1057660.0,-18366.4,pp-riro,4,0,-1,-1
1570535805.9,2019-10-08,13:56:45.900,14.0,7.0,14.2200002670288,15.7,3.8,3.8,29.5,-12.1,-29.8,14.2965,4.0912,4.22671,0.5621149999999999,7.76651,5.32684,33.5303,1.66281,-27.4176,0.23234,0.328287,1.00334,256.3,5.5,52.17,4.427169999999999,-0.9,-2.29612,89.3511,4.51483,52.1063,6.0805,236.674,1.35267,0.0813912,242.419,1.21918,1.96389,-34.9871978759766,22.0009689331055,-35.0,22.0,-1059970.0,-12521.1,pp-riro,4,0,-1,-1
1570535806.0,2019-10-08,13:56:46.000,14.0,8.0,14.2200002670288,16.0,4.9,4.2,29.8,-14.2,-24.7,14.7396,4.9871300000000005,4.54397,3.5921,9.38592,4.74159,34.3303,-0.313808,-21.2081,0.117163,0.369164,1.16541,256.3,5.5,52.17,4.427169999999999,-0.9,-2.32881,86.8986,4.5147900000000005,52.486,7.22054,236.374,1.3503,0.0608834,242.239,1.33712,2.04449,-34.9889068603516,22.0009689331055,-35.0,22.0,-1060510.0,-10921.4,pp-riro,4,0,-1,-1
1570535806.1,2019-10-08,13:56:46.100,14.0,7.0,13.9700002670288,16.1,6.1,4.7,30.1,-16.4,-19.6,14.8838,6.13186,4.9103,0.439413,12.5288,4.5557,34.456,-2.58,-14.9883,0.0329383,0.197175,1.0860299999999998,263.5,5.4,52.17,4.427169999999999,-0.9,-2.3953,81.553,4.51474,52.9533,9.12062,236.074,1.347,0.0270593,242.112,1.46854,2.14381,-34.9940185546875,22.0009689331055,-35.0,22.0,-1061910.0,-15136.1,pp-riro,4,0,-1,-1
1570535806.2,2019-10-08,13:56:46.200,14.0,8.0,13.7799997329712,16.0,7.6,5.1,30.3,-18.8,-14.1,14.8011,6.73758,5.19701,-0.550392,13.2476,5.150469999999999,34.4334,-3.83735,-12.1494,0.0859123,0.145327,1.06989,263.5,5.4,52.17,4.427169999999999,-0.9,-2.53326,85.6752,4.5147,53.5958,10.6407,235.674,1.34297,0.00169964,241.926,1.59892,2.24888,-35.0025634765625,22.0009689331055,-35.0,22.0,-1064300.0,-15751.4,pp-riro,4,0,-1,-1
1570535806.3,2019-10-08,13:56:46.300,14.0,8.0,13.8400001525879,15.8,8.8,5.4,30.2,-20.5,-8.9,14.8011,6.73758,5.19701,-0.550392,13.2476,5.150469999999999,34.4334,-3.83735,-12.1494,0.0859123,0.145327,1.06989,263.5,5.4,52.17,4.427169999999999,-0.9,-2.56485,85.4328,4.51466,54.326,12.1607,235.274,1.33845,-0.0224905,241.771,1.7192,2.33588,-35.0059814453125,22.0009689331055,-35.0,22.0,-1065060.0,-14120.9,pp-riro,4,0,-1,-1
1570535806.4,2019-10-08,13:56:46.400,14.0,6.0,13.9700002670288,15.9,10.1,5.7,30.2,-21.8,-3.9,14.7294,9.28692,5.93807,0.7892819999999999,13.2666,1.95749,34.076,-7.90687,-1.62501,-0.0263079,0.277604,0.804303,263.5,5.4,52.17,4.427169999999999,-0.9,-2.64408,81.6604,4.51462,55.2314,13.6808,234.874,1.33312,-0.0450448,241.669,1.83191,2.41341,-35.0059814453125,22.0009689331055,-35.0,22.0,-1066600.0,-16520.5,pp-riro,4,0,-1,-1
1570535806.5,2019-10-08,13:56:46.500,14.0,5.0,14.2799997329712,15.8,11.3,6.2,29.8,-22.7,1.5,14.6672,10.4692,6.22541,-1.43876,10.0914,0.537261,33.7086,-9.17513,3.59331,0.178879,0.310393,0.863107,263.5,5.4,52.17,4.427169999999999,-0.9,-2.7305200000000003,81.0857,4.51455,56.2537,15.2009,234.375,1.32711,-0.0660733999999999,241.51,1.94701,2.48847,-35.0059814453125,22.0009689331055,-35.0,22.0,-1068390.0,-17843.4,pp-riro,4,0,-1,-1
1570535806.6,2019-10-08,13:56:46.600,14.0,7.0,14.3400001525879,15.6,12.4,6.8,29.5,-24.1,6.4,14.5032,12.1481,7.0114,-2.4246,10.5162,5.24856,32.9835,-10.9464,11.8172,-0.0679644,0.324452,0.906737,263.5,5.4,52.17,4.427169999999999,-0.9,-2.8502,95.9624,4.51454,57.3635,17.101,233.775,1.32013,-0.0918771999999999,241.316,2.05952,2.56434,-35.0059814453125,22.0009689331055,-35.0,22.0,-1070800.0,-13782.5,pp-riro,4,0,-1,-1
