time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570536304.1,2019-10-08,14:05:04.100,14.0,9.0,15.4099998474121,12.7,-2.0,1.9,19.7,-0.9,-55.4,11.2761,-1.618,2.33882,10.3014,11.5176,4.08331,21.6798,13.4764,-57.7065,0.2355989999999999,0.244957,0.962725,247.7,5.1,52.1701,4.42719,14.8,-2.35153,110.314,4.52807,63.7602,-4.55976,233.524,1.30361,0.255711,242.115,0.550658,1.3894799999999998,-34.691925048828104,22.0256862640381,-35.0,22.0,-893267.0,1199.82,pp-riro,4,0,-1,-1
1570536304.2,2019-10-08,14:05:04.200,14.0,9.0,15.119999885559098,13.6,-0.9,2.2,21.6,-2.3,-50.2,11.2761,-1.618,2.33882,10.3014,11.5176,4.08331,21.6798,13.4764,-57.7065,0.2355989999999999,0.244957,0.962725,247.7,5.1,52.1701,4.42719,14.8,-2.32438,107.433,4.52802,63.5558,-3.41972,233.424,1.3046,0.2381199999999999,241.946,0.664824,1.49753,-34.9581909179688,22.007146835327102,-35.0,22.0,-893301.0,-676.819,pp-riro,4,0,-1,-1
1570536304.3,2019-10-08,14:05:04.300,14.0,8.0,14.9499998092651,14.4,0.0,2.6,23.4,-4.2,-45.1,12.5247,-0.0933988,2.87292,6.518269999999999,7.118930000000001,3.72287,25.1994,11.7182,-48.6554,0.200486,0.241785,0.982152,247.7,5.1,52.1701,4.42719,14.8,-2.29667,102.358,4.52798,63.4681,-2.27968,233.224,1.30493,0.2203159999999999,241.717,0.779423,1.58361,-34.970123291015604,22.0009689331055,-35.0,22.0,-893460.0,-1907.4,pp-riro,4,0,-1,-1
1570536304.4,2019-10-08,14:05:04.400,14.0,8.0,14.7700004577637,15.1,1.3,3.0,25.3,-6.5,-39.8,13.2494,1.01181,3.23723,8.28369,10.0662,3.40061,27.4228,9.91967,-42.6216,0.249771,0.2114739999999999,1.02401,247.7,5.1,52.1701,4.42719,14.8,-2.29168,100.886,4.5279300000000005,63.4973,-0.759621,233.024,1.30474,0.196423,241.522,0.905752,1.6938099999999998,-34.970123291015604,22.0009689331055,-35.0,22.0,-893819.0,-3353.33,pp-riro,4,0,-1,-1
1570536304.5,2019-10-08,14:05:04.500,14.0,8.0,14.5799999237061,15.6,2.5,3.4,26.8,-8.2,-34.7,13.9103,2.1291900000000004,3.70417,6.27497,11.7677,4.5122,29.3454,7.82867,-36.7279,0.0878892,0.162633,0.982729,247.7,5.1,52.1701,4.42719,14.8,-2.29612,95.5872,4.527880000000001,63.6141,0.7604350000000001,232.824,1.30406,0.1725539999999999,241.359,1.02656,1.79116,-34.975250244140604,22.0009689331055,-35.0,22.0,-894704.0,-7168.13,pp-riro,4,0,-1,-1
1570536304.6,2019-10-08,14:05:04.600,14.0,9.0,14.460000038147,16.1,3.7,3.8,28.1,-10.3,-29.5,13.9103,2.1291900000000004,3.70417,6.27497,11.7677,4.5122,29.3454,7.82867,-36.7279,0.0878892,0.162633,0.982729,247.7,5.1,52.1701,4.42719,14.8,-2.3072,93.3474,4.527830000000001,63.877,2.2804900000000004,232.624,1.30265,0.148869,241.246,1.15065,1.88162,-34.9923248291016,22.0009689331055,-35.0,22.0,-895069.0,-6952.77,pp-riro,4,0,-1,-1
1570536304.7,2019-10-08,14:05:04.700,14.0,9.0,14.2799997329712,16.4,5.0,4.2,29.0,-12.2,-24.3,14.7851,4.50779,4.50413,3.33801,11.3982,5.97801,32.1981,3.47987,-25.2477,0.0362088,0.240671,1.02676,247.7,5.1,52.1701,4.4272,15.1,-2.37036,91.6656,4.52779,64.2566,3.80055,232.424,1.30062,0.125525,241.173,1.27336,1.97435,-34.9923248291016,22.0009689331055,-35.0,22.0,-896494.0,-10244.6,pp-riro,4,0,-1,-1
1570536304.8,2019-10-08,14:05:04.800,14.0,8.0,14.210000038147,16.7,6.2,4.7,30.2,-14.4,-18.9,15.0833,5.65231,4.86175,0.569782,10.004,4.11767,33.2358,1.2795,-19.5728,0.254311,0.278454,1.0426799999999998,247.7,5.1,52.1701,4.4272,15.1,-2.38699,92.5107,4.5277400000000005,64.7824,5.70063,232.124,1.29764,0.0968798999999999,241.062,1.4058700000000002,2.06279,-34.9923248291016,22.0009689331055,-35.0,22.0,-897092.0,-11044.5,pp-riro,4,0,-1,-1
1570536304.9,2019-10-08,14:05:04.900,14.0,8.0,14.1499996185303,16.7,7.5,5.3,30.7,-16.8,-13.3,15.1547,6.27376,5.09066,1.33978,12.3754,3.67454,33.6563,0.111614,-16.6899,0.0257608,0.225655,1.13259,247.7,5.1,52.1701,4.4272,15.1,-2.4291,94.0247,4.52769,65.3957,7.220689999999999,231.724,1.29415,0.0747277,240.883,1.53579,2.15283,-34.9991455078125,22.0009689331055,-35.0,22.0,-897997.0,-8706.35,pp-riro,4,0,-1,-1
1570536305.0,2019-10-08,14:05:05.000,14.0,8.0,14.1499996185303,16.7,8.8,5.7,31.0,-18.9,-7.9,15.2636,7.40075,5.58673,-0.202617,10.2898,7.353,34.224000000000004,-2.28382,-10.9262,0.0197828,0.204096,1.09416,247.7,5.1,52.1701,4.4272,15.1,-2.48451,91.6945,4.52764,66.1259,9.12077,231.324,1.28986,0.0476797,240.762,1.6646599999999998,2.24058,-35.0059814453125,22.0009689331055,-35.0,22.0,-899417.0,-9444.7,pp-riro,4,0,-1,-1
