time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570542695.2,2019-10-08,15:51:35.200,14.0,8.0,15.7600002288818,11.0,-4.8,1.7,24.4,-3.8,-64.5,9.88065,-3.79889,2.09998,8.28486,7.33245,5.38159,26.8489,10.6156,-62.7761,0.175244,0.253224,1.03282,242.0,5.6,52.1701,4.42716,1.9,-1.28325,114.394,4.312869999999999,57.7141,18.621,241.729,1.32499,0.0873995,249.219,0.783999,1.50882,-34.9206390380859,22.007661819458,-35.0,22.0,2405380.0,2184.28,pp-riro,4,0,-1,-1
1570542695.3,2019-10-08,15:51:35.300,14.0,8.0,15.4200000762939,11.8,-3.5,2.0,25.9,-5.9,-59.4,9.88065,-3.79889,2.09998,8.28486,7.33245,5.38159,26.8489,10.6156,-62.7761,0.175244,0.253224,1.03282,242.0,5.6,52.1701,4.42716,1.9,-1.23062,85.89,4.31283,57.2759,19.7611,241.629,1.32511,0.0673314,249.109,0.901263,1.65277,-34.971832275390604,22.0009689331055,-35.0,22.0,2405260.0,-3476.39,pp-riro,4,0,-1,-1
1570542695.4,2019-10-08,15:51:35.400,14.0,8.0,14.9499998092651,12.7,-2.3,2.2,28.0,-7.8,-54.1,11.5448,-1.36915,2.80487,6.22634,12.5565,5.52886,30.8607,6.968380000000001,-51.0538,0.257469,0.178868,0.898999,242.0,5.6,52.1701,4.42716,1.9,-1.25888,77.10600000000001,4.312790000000001,56.9838,21.2811,241.529,1.32408,0.0421601999999999,249.07,1.02698,1.7845,-34.975250244140604,21.997879028320305,-35.0,22.0,2404930.0,-6952.77,pp-riro,4,0,-1,-1
1570542695.5,2019-10-08,15:51:35.500,14.0,7.0,14.710000038147,13.5,-1.1,2.7,29.4,-9.7,-49.0,11.5448,-1.36915,2.80487,6.22634,12.5565,5.52886,30.8607,6.968380000000001,-51.0538,0.257469,0.178868,0.898999,242.0,5.6,52.1701,4.42716,1.9,-1.43175,86.1606,4.31275,56.8086,22.4212,241.429,1.32303,0.0237281,249.033,1.14246,1.90324,-34.9923248291016,21.997879028320305,-35.0,22.0,2403340.0,-10213.8,pp-riro,4,0,-1,-1
1570542695.6,2019-10-08,15:51:35.600,14.0,6.0,14.5900001525879,14.2,-0.2,3.3,31.0,-11.4,-43.8,12.5607,0.201985,3.5446,5.97084,9.61028,6.9579,33.6632,3.88412,-42.7245,0.157778,0.24603,0.937557,242.0,5.6,52.1701,4.42716,1.9,-1.47386,91.5739,4.31269,56.6917,23.5612,241.329,1.32169,0.00581602,249.015,1.2582,1.99244,-34.9906158447266,21.997879028320305,-35.0,22.0,2402910.0,-8060.3,pp-riro,4,0,-1,-1
1570542695.7,2019-10-08,15:51:35.700,14.0,7.0,14.3999996185303,14.7,0.8,3.9,31.8,-13.9,-38.8,13.1569,1.1107,4.06074,4.55735,11.0348,6.55437,35.1958,1.58321,-36.9648,0.22694,0.251824,1.0476,242.0,5.6,52.1701,4.42716,1.9,-1.52705,92.7876,4.31263,56.7209,25.0813,241.129,1.31905,-0.016578,248.977,1.37849,2.08649,-35.0025634765625,21.9983940124512,-35.0,22.0,2402330.0,-5445.31,pp-riro,4,0,-1,-1
1570542695.8,2019-10-08,15:51:35.800,14.0,9.0,14.0900001525879,15.0,2.1,4.4,32.4,-16.6,-33.7,13.5836,2.17221,4.62165,3.11513,13.7371,3.78124,35.931,-0.935446,-31.3718,0.118931,0.184757,1.02442,242.0,5.6,52.1701,4.42716,1.9,-1.57913,80.2633,4.31255,56.867,26.2213,240.929,1.31651,-0.03221,248.93400000000003,1.49451,2.18739,-35.0076751708984,21.997879028320305,-35.0,22.0,2401620.0,-8306.41,pp-riro,4,0,-1,-1
1570542695.9,2019-10-08,15:51:35.900,14.0,9.0,13.8400001525879,15.2,3.4,4.6,32.7,-18.8,-28.7,13.8276,3.3963400000000004,4.9669,1.53756,10.8648,2.50911,36.3953,-3.72327,-26.0359,0.0629237,0.0999611,0.942728,242.0,5.6,52.1701,4.42716,1.9,-1.67776,67.1384,4.31251,57.1298,28.1214,240.629,1.3121,-0.0575372,248.911,1.61586,2.28945,-35.0076751708984,21.997879028320305,-35.0,22.0,2400320.0,-14367.0,pp-riro,4,0,-1,-1
1570542696.0,2019-10-08,15:51:36.000,14.0,8.0,13.5799999237061,15.4,4.6,4.9,33.3,-20.5,-23.1,13.9854,4.56398,5.31487,0.7031970000000001,11.6034,3.62696,36.708,-6.25846,-20.971,0.151853,0.178968,0.91192,242.0,5.6,52.1701,4.42716,1.9,-1.93873,62.0858,4.31245,57.5387,29.6414,240.229,1.30762,-0.0757583999999999,248.795,1.73693,2.37522,-35.0076751708984,21.997879028320305,-35.0,22.0,2397430.0,-21750.5,pp-riro,4,0,-1,-1
1570542696.1,2019-10-08,15:51:36.100,14.0,5.0,13.5799999237061,15.4,5.7,5.3,33.1,-22.6,-17.8,14.1704,5.61156,5.61796,2.34222,10.1827,4.5877,36.989,-8.38149,-15.4749,0.1006809999999999,0.331511,0.976277,242.0,5.6,52.1701,4.42716,1.9,-2.03237,63.8492,4.31239,58.0352,30.7815,239.829,1.30344,-0.0876947,248.663,1.84772,2.4504200000000003,-35.0076751708984,21.997879028320305,-35.0,22.0,2396280.0,-22673.4,pp-riro,4,0,-1,-1
