time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570542067.0,2019-10-08,15:41:07.000,14.0,8.0,15.5799999237061,11.5,-4.1,1.5,17.4,1.4,-77.0,9.99129,-3.58216,1.95334,11.7468,5.99532,-0.5606949999999999,18.991,15.9092,-81.2927,0.162071,0.120144,0.947484,241.4,7.2,52.1701,4.42724,-0.4,-1.81351,106.458,4.32952,83.7088,15.9613,240.285,1.22999,0.194457,254.948,0.434004,1.46638,-34.5144195556641,22.0710010528564,-35.0,22.0,2109240.0,-153.822,pp-riro,4,0,-1,-1
1570542067.1,2019-10-08,15:41:07.100,14.0,7.0,15.5299997329712,12.6,-3.5,1.6,19.6,0.3,-72.1,11.6948,-2.59586,2.3314,11.2685,7.083810000000001,4.888669999999999,22.7437,14.4164,-72.9011,0.193254,0.1960339999999999,0.905438,241.4,7.2,52.1701,4.42724,-0.2,-1.7769400000000002,110.454,4.32954,83.3291,17.4813,240.185,1.23013,0.176062,254.83,0.544128,1.55121,-34.903564453125,22.0359840393066,-35.0,22.0,2109020.0,-1599.75,pp-riro,4,0,-1,-1
1570542067.2,2019-10-08,15:41:07.200,14.0,7.0,15.4099998474121,13.7,-2.9,2.1,22.0,-0.7,-67.1,12.6712,-1.94223,2.66473,10.4963,4.976719999999999,3.45455,25.2542,13.2971,-66.9842,0.243092,0.1524569999999999,0.94853,241.4,7.2,52.1701,4.42724,-0.2,-1.75312,111.715,4.32955,83.0078,18.6214,240.085,1.23026,0.162155,254.711,0.651158,1.6322,-34.970123291015604,22.0122966766357,-35.0,22.0,2109020.0,-30.7645,pp-riro,4,0,-1,-1
1570542067.3,2019-10-08,15:41:07.300,14.0,8.0,15.3000001907349,14.7,-2.0,2.6,24.0,-2.4,-61.8,13.165,-1.62997,2.84133,8.943480000000001,4.09135,2.74763,26.4736,12.6793,-63.8464,0.324971,0.291365,1.03368,241.4,7.2,52.1701,4.42724,-0.2,-1.71433,107.328,4.32957,82.7156,20.5215,239.985,1.22957,0.1396329999999999,254.668,0.775116,1.73055,-34.970123291015604,22.0025119781494,-35.0,22.0,2109030.0,-769.112,pp-riro,4,0,-1,-1
1570542067.4,2019-10-08,15:41:07.400,14.0,9.0,15.119999885559098,15.7,-1.2,3.0,26.0,-4.3,-56.8,14.5124,-0.377117,3.58419,11.8059,7.823230000000001,4.55138,29.7621,9.95124,-55.0816,0.2446489999999999,0.179305,0.984013,241.4,7.2,52.1701,4.42724,-0.2,-1.68219,105.141,4.32957,82.5404,21.6615,239.785,1.22889,0.126176,254.517,0.8856850000000001,1.80324,-34.971832275390604,22.0009689331055,-35.0,22.0,2108840.0,-1138.29,pp-riro,4,0,-1,-1
1570542067.5,2019-10-08,15:41:07.500,14.0,8.0,15.0600004196167,16.7,-0.2,3.3,28.0,-6.1,-51.7,14.9419,0.0826468,3.77618,8.95611,9.71476,4.25376,30.6484,8.88599,-52.1794,0.173953,0.101392,1.00859,246.7,6.9,52.1701,4.42724,-0.2,-1.67222,106.364,4.3296,82.4527,23.1815,239.585,1.22746,0.108715,254.43400000000003,1.00177,1.88184,-34.9906158447266,22.0009689331055,-35.0,22.0,2108720.0,-2399.63,pp-riro,4,0,-1,-1
1570542067.6,2019-10-08,15:41:07.600,14.0,10.0,15.119999885559098,17.6,0.6,3.9,29.8,-8.3,-46.5,15.8153,0.996929,4.1955800000000005,8.23687,10.4967,6.39532,32.5348,6.790080000000001,-46.5126,0.211431,0.192179,0.934681,246.7,6.9,52.1701,4.42724,-0.2,-1.63399,109.355,4.3295900000000005,82.4819,25.0816,239.385,1.22512,0.0875948,254.436,1.12545,1.952,-35.0076751708984,22.0009689331055,-35.0,22.0,2108540.0,-953.699,pp-riro,4,0,-1,-1
1570542067.7,2019-10-08,15:41:07.700,14.0,9.0,15.119999885559098,18.3,1.8,4.6,30.9,-10.6,-41.5,16.2427,1.45869,4.44004,7.509810000000001,7.576,5.48521,33.3418,5.63333,-43.7161,0.104341,0.186741,1.0864,246.7,6.9,52.1701,4.42724,-0.2,-1.60074,107.554,4.3295900000000005,82.5987,26.6017,239.085,1.22263,0.0712337,254.346,1.24134,2.03538,-35.0076751708984,22.0009689331055,-35.0,22.0,2108570.0,215.351,pp-riro,4,0,-1,-1
1570542067.8,2019-10-08,15:41:07.800,14.0,9.0,15.0,18.8,3.0,5.0,32.1,-13.1,-36.6,17.2951,2.93774,5.23336,2.97236,10.6571,4.074330000000001,35.2984,2.13271,-35.2574,0.234575,0.242176,0.924714,246.7,6.9,52.1701,4.42724,-0.2,-1.58634,105.46,4.32958,82.8323,28.5017,238.685,1.21905,0.0514108,254.252,1.36007,2.1133,-35.0076751708984,22.0009689331055,-35.0,22.0,2108560.0,-246.116,pp-riro,4,0,-1,-1
1570542067.9,2019-10-08,15:41:07.900,14.0,8.0,15.0,19.3,4.3,5.4,33.1,-15.2,-31.1,17.8243,4.80241,5.93297,1.75393,11.5243,3.61984,36.3158,-1.88653,-26.9708,0.174905,0.258286,1.01202,246.7,6.9,52.1701,4.42724,-0.2,-1.56528,102.493,4.32957,83.212,30.4018,238.285,1.21484,0.0325267999999999,254.221,1.48477,2.19029,-35.0093841552734,22.0009689331055,-35.0,22.0,2108380.0,-1630.52,pp-riro,4,0,-1,-1
