time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570533128.8,2019-10-08,13:12:08.800,14.0,7.0,15.2399997711182,12.1,-0.3,2.8,20.5,-6.0,-47.1,10.9279,0.449872,3.3170900000000003,5.68898,10.6709,5.027419999999999,24.8011,7.385,-46.1187,0.1077279999999999,0.174277,0.967168,257.4,5.8,52.1701,4.427219999999999,0.3,-2.25955,99.6995,4.6447400000000005,48.3969,6.840489999999999,234.95,1.36569,-0.0728057,239.98,0.916629,1.73056,-34.968414306640604,22.003026962280305,-35.0,22.0,-917566.0,-6214.43,pp-riro,4,0,-1,-1
1570533128.9,2019-10-08,13:12:08.900,14.0,8.0,14.9499998092651,12.7,0.7,3.2,22.0,-7.5,-42.0,11.2532,0.948165,3.53407,7.903589999999999,9.74061,4.5045,25.5636,6.65895,-43.2845,0.0593515,0.120027,0.951128,269.9,6.2,52.1701,4.427219999999999,0.3,-2.2662,96.7571,4.64466,48.3677,7.98053,234.75,1.36493,-0.0958319,239.813,1.0342,1.83463,-34.971832275390604,22.0009689331055,-35.0,22.0,-918214.0,-6737.42,pp-riro,4,0,-1,-1
1570533129.0,2019-10-08,13:12:09.000,14.0,8.0,14.5900001525879,13.3,1.9,3.5,23.1,-9.6,-37.2,11.5696,1.41252,3.696930000000001,5.289969999999999,11.086,4.29574,26.4218,5.8903,-40.2764,0.308934,0.22593,1.05476,269.9,6.2,52.1701,4.427219999999999,0.3,-2.29058,91.3539,4.64463,48.4261,9.50058,234.45,1.36334,-0.125988,239.587,1.15579,1.94973,-34.9906158447266,22.0009689331055,-35.0,22.0,-918916.0,-8306.41,pp-riro,4,0,-1,-1
1570533129.1,2019-10-08,13:12:09.100,14.0,8.0,14.3999996185303,13.8,3.1,3.9,24.3,-11.3,-31.9,12.068,2.54586,4.0894,4.29657,11.6132,2.93269,27.6872,4.29305,-34.6588,0.188744,0.191829,0.952435,269.9,6.2,52.1701,4.427219999999999,0.3,-2.3349,88.947,4.64463,48.6306,10.6406,234.25,1.3614,-0.147644,239.481,1.27621,2.04986,-34.9906158447266,22.0009689331055,-35.0,22.0,-919903.0,-10367.6,pp-riro,4,0,-1,-1
1570533129.2,2019-10-08,13:12:09.200,14.0,8.0,14.2200002670288,14.2,4.3,4.3,25.0,-13.0,-26.8,12.7131,4.27684,4.63529,3.99453,9.66313,5.2491,29.3132,1.24861,-26.3728,0.160173,0.137149,0.981639,269.9,6.2,52.1701,4.427219999999999,0.3,-2.41026,90.9419,4.64462,48.9518,12.1607,233.95,1.35845,-0.175732,239.325,1.39943,2.14984,-34.9906158447266,22.0009689331055,-35.0,22.0,-921522.0,-11075.2,pp-riro,4,0,-1,-1
1570533129.3,2019-10-08,13:12:09.300,14.0,8.0,14.1499996185303,14.5,5.5,4.6,25.8,-14.5,-21.6,13.0481,5.406219999999999,5.04596,3.8618,12.2117,2.8186400000000003,30.2265,-0.690362,-20.9058,0.0523254,0.17627,0.984575,269.9,6.2,52.1701,4.427219999999999,0.3,-2.43741,89.8147,4.64461,49.3607,13.6807,233.65,1.35499,-0.202601,239.198,1.52199,2.2427,-34.9923248291016,22.0009689331055,-35.0,22.0,-922089.0,-11167.5,pp-riro,4,0,-1,-1
1570533129.4,2019-10-08,13:12:09.400,14.0,8.0,14.0299997329712,14.6,6.7,5.0,26.2,-16.6,-15.9,13.1444,5.95607,5.20643,1.73253,11.5308,2.58719,30.4907,-1.6843099999999998,-18.076,0.148387,0.1751859999999999,0.975272,269.9,6.2,52.1701,4.427219999999999,0.3,-2.49171,85.7259,4.6446,49.9448,14.8208,233.25,1.35105,-0.220684,238.997,1.64634,2.32733,-34.9974365234375,22.0009689331055,-35.0,22.0,-923298.0,-13382.6,pp-riro,4,0,-1,-1
1570533129.5,2019-10-08,13:12:09.500,14.0,8.0,14.0299997329712,14.7,8.0,5.4,26.6,-18.4,-10.8,13.2595,7.09771,5.55578,1.3922,12.9444,4.52345,31.0254,-3.60706,-12.4869,0.0619018,0.250323,0.967672,269.9,6.2,52.1701,4.427219999999999,0.3,-2.55654,84.3325,4.64459,50.6166,16.7209,232.85,1.34574,-0.251265,238.874,1.77095,2.42353,-35.0042724609375,22.0009689331055,-35.0,22.0,-924712.0,-15505.3,pp-riro,4,0,-1,-1
1570533129.6,2019-10-08,13:12:09.600,14.0,9.0,14.0900001525879,14.6,9.2,5.8,26.7,-20.4,-5.3,13.3067,8.8287,6.093319999999999,-0.670305,12.5602,5.20797,31.041,-6.57114,-3.9562,-0.0155664,0.151801,0.971436,269.9,6.2,52.1701,4.427219999999999,0.3,-2.6668,89.01299999999999,4.64458,51.4344,17.8609,232.35,1.34062,-0.266426,238.644,1.88723,2.50084,-35.0042724609375,22.0009689331055,-35.0,22.0,-926920.0,-13228.7,pp-riro,4,0,-1,-1
1570533129.7,2019-10-08,13:12:09.700,14.0,9.0,14.1499996185303,14.5,10.4,6.2,26.6,-22.0,0.2,13.2545,9.36462,6.26409,-0.110164,11.3049,1.38923,30.8869,-7.564939999999999,-1.07444,0.0713656999999999,0.250182,1.0469700000000002,269.9,6.2,52.1701,4.427219999999999,0.3,-2.72165,90.2944,4.64457,52.3398,19.381,231.75,1.33446,-0.286823,238.376,2.00595,2.57876,-35.0042724609375,22.0009689331055,-35.0,22.0,-928175.0,-13167.2,pp-riro,4,0,-1,-1
