time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570535933.2,2019-10-08,13:58:53.200,14.0,10.0,14.710000038147,13.6,-2.8,1.5,21.7,-5.7,-50.7,12.0253,-2.74546,2.18126,10.2621,12.6467,3.37637,23.685,9.98851,-49.9381,0.188596,0.0823899999999999,1.06877,263.3,9.2,52.1701,4.4272,6.1,-1.79634,121.577,4.53824,63.0009,-4.939780000000001,235.779,1.30893,0.252392,244.101,0.63981,1.32582,-34.970123291015604,22.0133266448975,-35.0,22.0,-1028900.0,9137.05,pp-riro,4,0,-1,-1
1570535933.3,2019-10-08,13:58:53.300,14.0,10.0,14.6499996185303,14.8,-1.4,1.6,23.9,-6.6,-44.9,12.9287,-1.2416,2.3164700000000003,8.23668,13.5536,-2.27482,25.8537,7.91105,-44.0872,0.25556,0.146914,0.909178,263.3,9.2,52.1701,4.4272,6.1,-1.70657,100.905,4.53838,62.738,-3.4197300000000004,235.779,1.31037,0.228528,244.007,0.770925,1.45452,-34.971832275390604,22.0009689331055,-35.0,22.0,-1028670.0,522.996,pp-riro,4,0,-1,-1
1570535933.4,2019-10-08,13:58:53.400,14.0,8.0,14.710000038147,15.6,0.0,2.2,26.4,-8.8,-40.0,14.3783,0.623324,2.88383,9.57893,9.11294,4.61189,29.564,5.00284,-36.0363,0.29524,0.0339616,1.01036,263.3,9.2,52.1701,4.4272,6.1,-1.7010299999999998,102.524,4.53852,62.6211,-2.27969,235.779,1.31103,0.210255,243.96400000000003,0.8844479999999999,1.57186,-34.971832275390604,21.9983940124512,-35.0,22.0,-1029060.0,-4399.32,pp-riro,4,0,-1,-1
1570535933.5,2019-10-08,13:58:53.500,14.0,7.0,14.6499996185303,16.3,1.3,2.9,28.2,-10.9,-35.6,14.808,1.28413,3.31353,7.460389999999999,14.0074,3.4745,30.4601,3.89099,-33.3029,0.0196374,0.0298863,0.981356,263.3,9.2,52.1701,4.4272,6.1,-1.6849599999999998,117.2,4.53866,62.6211,-0.379619,235.679,1.31109,0.17979,243.857,1.00167,1.6871200000000002,-34.973541259765604,21.9994239807129,-35.0,22.0,-1029140.0,522.996,pp-riro,4,0,-1,-1
1570535933.6,2019-10-08,13:58:53.600,14.0,7.0,14.5299997329712,16.7,3.0,3.5,29.8,-12.8,-30.9,15.3701,2.78729,3.8734,7.32995,17.5716,5.28235,32.4537,1.81895,-27.8181,0.135099,0.26011,0.965319,263.3,9.2,52.1701,4.4272,6.1,-1.58634,99.2018,4.5388,62.8255,1.14044,235.479,1.31003,0.155439,243.719,1.11748,1.81196,-34.9974365234375,21.9994239807129,-35.0,22.0,-1028730.0,1384.4,pp-riro,4,0,-1,-1
1570535933.7,2019-10-08,13:58:53.700,14.0,10.0,14.3400001525879,16.7,4.4,3.8,31.1,-15.1,-26.1,15.3775,3.53,4.17946,1.24194,16.4385,6.51085,33.2346,0.766145,-25.086,0.317119,0.148757,0.974037,263.3,9.2,52.1701,4.4272,6.3,-1.6046200000000002,70.9386,4.53894,63.0884,2.6605,235.279,1.30859,0.131304,243.605,1.23653,1.91477,-35.0076751708984,21.9994239807129,-35.0,22.0,-1029410.0,-10398.4,pp-riro,4,0,-1,-1
1570535933.8,2019-10-08,13:58:53.800,14.0,8.0,14.0900001525879,16.6,5.9,4.1,32.3,-17.0,-20.8,15.2895,5.0169,4.5490900000000005,-1.61507,14.0194,1.85796,34.6842,-1.60274,-20.0035,0.358301,0.23822,0.97685,263.3,9.2,52.1701,4.4272,6.3,-1.7437,67.3588,4.53908,63.5557,4.18056,235.079,1.30621,0.107629,243.555,1.36175,2.0203900000000004,-35.0059814453125,21.9994239807129,-35.0,22.0,-1031080.0,-18181.8,pp-riro,4,0,-1,-1
1570535933.9,2019-10-08,13:58:53.900,14.0,9.0,14.1599998474121,16.8,7.0,4.4,33.5,-18.4,-15.9,15.219,6.40343,4.75655,-3.36487,13.2384,6.7607,36.1931,-3.8061,-14.8636,0.284731,0.245998,0.933379,263.3,9.2,52.1701,4.4272,6.3,-1.89441,81.6654,4.539219999999999,64.1106,6.08064,234.879,1.3032,0.0786103,243.548,1.48205,2.10088,-35.0076751708984,21.9994239807129,-35.0,22.0,-1032760.0,-15566.8,pp-riro,4,0,-1,-1
1570535934.0,2019-10-08,13:58:54.000,14.0,8.0,14.4700002670288,16.8,8.1,5.1,34.7,-20.1,-10.0,15.219,6.40343,4.75655,-3.36487,13.2384,6.7607,36.1931,-3.8061,-14.8636,0.284731,0.245998,0.933379,263.3,9.2,52.1701,4.4272,6.3,-1.99691,88.4431,4.53935,64.8116,7.6007,234.579,1.29947,0.0563636999999999,243.487,1.61327,2.1808,-35.0076751708984,21.9994239807129,-35.0,22.0,-1033920.0,-10183.0,pp-riro,4,0,-1,-1
1570535934.1,2019-10-08,13:58:54.100,14.0,9.0,14.6499996185303,16.8,9.3,5.8,35.4,-22.4,-4.4,15.1951,8.395710000000001,5.67605,0.4844489999999999,11.0829,5.06927,38.237,-7.629560000000001,-3.4275300000000004,0.133874,0.374956,1.02159,265.9,9.1,52.1701,4.4272,6.3,-2.02517,87.428,4.53942,65.6001,9.50078,234.179,1.29496,0.0291392999999999,243.379,1.74608,2.2658400000000003,-35.0093841552734,21.9994239807129,-35.0,22.0,-1034480.0,-10459.9,pp-riro,4,0,-1,-1
